bioguide_id,name,party,state,district,chamber,role,phone,website,leadership_role
L000578,Doug LaMalfa,Republican,CA,1,house,U.S. Representative,202-225-3076,https://lamalfa.house.gov,
T000476,Thom Tillis,Republican,NC,,senate,U.S. Senator,202-224-6342,https://www.tillis.senate.gov,
G000576,Glenn Grothman,Republican,WI,6,house,U.S. Representative,202-225-2476,https://grothman.house.gov,
R000600,Aumua Amata Coleman Radewagen,Republican,AS,0,house,U.S. Representative,202-225-8577,https://radewagen.house.gov,
K000394,Andy Kim,Democratic,NJ,,senate,U.S. Senator,202-224-4744,https://www.kim.senate.gov,
S001207,Mikie Sherrill,Democratic,NJ,11,house,U.S. Representative,202-225-5034,https://sherrill.house.gov,
G000596,Marjorie Taylor Greene,Republican,GA,14,house,U.S. Representative,202-225-5211,https://greene.house.gov,
M001218,Richard McCormick,Republican,GA,7,house,U.S. Representative,202-225-4272,https://mccormick.house.gov,
C001129,Mike Collins,Republican,GA,10,house,U.S. Representative,202-225-4101,https://collins.house.gov,
M001219,James C. Moylan,Republican,GU,0,house,U.S. Representative,202-225-1188,https://moylan.house.gov,
T000487,Jill N. Tokuda,Democratic,HI,2,house,U.S. Representative,202-225-4906,https://tokuda.house.gov,
W000831,James R. Walkinshaw,Democratic,VA,11,house,U.S. Representative,202-225-1492,,
G000606,Adelita S. Grijalva,Democratic,AZ,7,house,U.S. Representative,202-225-2435,https://grijalva.house.gov/,
V000139,Matt Van Epps,Republican,TN,7,house,U.S. Representative,202-225-2811,https://vanepps.house.gov/,
